date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,value
539,20.647836,0.535934197,0,1.14641475,1.46468963,0,0,1.02757097,0,0,0,2.05483435,1.82296432,0,0.637299818,0,0.795438172,0.472272355,0,0.391265377,0,1.90271315,1.27829264,0,0,1.2302171,1.23949169,0.156739844,0.551488483,0,0.981029839,0,0,0,0,0,0,0.859579436,0,0,1.51545349,0,0.298860572,1.67337604,0,0.730722684,1.86079766,0,0.45356078,1.74662187,1.66628309,0,1.0730206,0.076306998,1.48517962,0,1.51656779,0.661103814,0,1.95510229,0,0,0,0.408131339,0,0.090793099,0,1.50702296,0,0,0,1.88869244,0.235125045,1.7860526,0,0,0.042041733,0.443862185,1.05755808,0,0,0,0.104377976,0,1.20057427,0,0,0.056650934,0.013374915,1.83266665,0,0,0,1.75725548,0,0,1.80580906,0,0,0.455696363,0,0,0,1.80545555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407
540,1.53346318,0,0.489253985,0,0,0.034392404,0.413067925,0,1.39742902,2.3578471,1.25437383,5.07016784,5.32366045,3.58143209,3.15523157,1.49759436,0,0,0,0,0,0.62662579,1.24364494,1.67413597,1.41369136,0,0,0,1.63804425,0,0,0,2.01314415,0,0.303282502,0.144872577,0,0.281641431,0,1.9279036,0,0.510936413,0,0,0,0.176455071,0,1.51881348,3.77491635,0,0,1.36495747,0.576912512,0.056302637,0,0.144367894,0,2.02554365,0,0,0,0,0,1.58398137,2.40050057,0,0.887628834,2.07823775,2.69445693,2.29048277,1.25770775,1.4955744,0.569744974,1.61189765,0.177808582,0.872558051,0.693302176,0.707221019,0,0,0,0.030363052,1.96049918,0,0,0,0,0,0,0,0,0.06940774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438
541,1.68175759,0.02988806,1.77908471,1.32811173,0,1.02408674,0,0.679605411,0.265905945,0.891397651,0.91257082,1.40209215,0.350636424,0.999674745,0.243936995,1.89822618,0,0,0,0,0.145669291,0,0.956599255,1.04152171,1.86110328,0,0,0,0,0.362842081,0,0,1.22357496,1.46143333,1.48997865,0.047328981,0,0.135521312,0.703672147,1.09810751,0.798099409,1.22724287,0.462755057,0,0,0,0.451836351,1.74751038,1.69925636,3.30018427,3.61747706,3.8518124,3.70896397,1.40076475,2.4214306,1.31636387,0,0,0.13316502,0,0,0.77131545,0,0,0,0,0,0,1.80643985,0.685447744,2.64856273,0,0.839572783,1.94379223,0,0,0.725380959,0,0.652320562,0.502751709,0,0,0,0,0,0,0,0,0.080506916,0,0,0,0.795429489,0,0,0.363512799,0.057215302,0,0,0.435683962,0,0,1.32075009,0,0,0.733977202,0.384696969,0.453212438,0.55014274,0.709289561,0.352692845,1.47338472,0.992251887,1.5006137,0.644580258,0.40898016,0.83146884,2.47642862,3.16446175,2.50863674,2.05396431,0.462301844,0.491735991,0.618119506,0.344418625,0,0,0,0,1.04770224,0.157029281,0,0.746747321,0,0,0.686511826,0.131840182,1.41182902,0,0,0,0,0,0.736287375,0,0,0,0,0.757817953,0,0.266821351,0.30317978,0,0.362185211,1.14971502,1.24686906,1.30667101,0,0.28100807,0,0,0.927275344,0.647759652,1.51501995,0.45667178,0,0,0,0.042865028,0.061563012,0,0.814457962,0,0.908184185,0.383348427,0,0.180468623,0,0,0,0.945154842,0,1.02804769,0.652918406,0.41357822,0.783236011,0.140594783,0,1.10998701,0,0.127974933,0,0.621874028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431
542,0.14537687,0,0,0.62687782,0,0.29109773,0,0,0.26397919,0,0.61324749,0.36175534,0.15152729,0,0,0,0,0.94267752,0,0.54706294,0,0,0,0.10004785,0,0,0.37125839,0.93907322,1.09931938,1.03920349,1.44594433,1.14116259,2.72810332,3.51698644,2.36633911,3.73782471,2.8900367,3.81199727,2.78726232,3.13381624,2.86796205,4.59779693,2.04181909,1.68370661,1.28412757,1.01445055,0.40291051,0,0.05544278,0,0.37031083,0.97585267,0,0.2803676,0,0.45013681,0,0.31688511,0.61160242,0,0.36017382,0,0,0,0.80111126,0,0.02219754,0,0,0.82269436,0,0.26650269,0,0,0,0,0.02682584,0.51715673,0.31290421,0.16199118,0.06179034,0,0.3702346,0,0,0,0,0,0,0,0,1.53611338,0,0,0.21616356,0,0.2826965,1.29953412,0,0,1.06429511,0,0.69172181,0.06700569,0.14632557,0,0,0,0.62627717,0.60109999,0,1.29883683,0.11086885,0,0.0975537,0,0.22679924,0.1906113,0.0817129,0,0,1.28044925,0,0,0,0,0,0,0.12426232,0.73203983,0,0.62973262,0.5960587,0.38969049,0,0,0.08105029,0,0.8783789,0,0.38814711,0.82235917,0,0,1.21278598,0,0.15177762,0,0.30694976,0.37945883,0,0.06247506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431
543,0.555413109,0,1.22829747,0,0,1.23031101,0.200620561,0,0,0.128316922,0,0.291667571,0.407170462,0,0,0.418518772,0.793835606,0.797280213,0.241544581,0,0.414201488,0.025682197,0.546320324,1.32276739,0.192494214,0,0,0,0,0,1.39442419,0.017448346,0.432571903,0.262269967,0,0.183916778,0,1.58668862,0,0,1.6369709,2.36610019,2.18784046,1.21053823,2.6318192,3.12190212,1.37618638,0.908822892,0.579302994,0.036163851,1.93715046,0.485168907,0,0,1.65657979,0,1.05462644,0.439009386,1.4638088,2.81354648,1.90070327,0,0.844285676,0.428237479,1.16564967,2.72429505,2.78342701,1.10943684,0.918422114,2.17359983,2.02022784,0.681894279,1.05098385,0,1.4397148,0.91826888,0,0,1.57308177,0,2.13090437,2.21293607,1.90437086,3.92158226,2.30118681,4.08720927,3.94345278,3.84931543,3.18630794,1.59100563,1.96253915,1.08831926,0.70621822,0,0,0.400089195,0,1.10236215,0,1.74897897,0.350481893,2.64128518,0.324799494,0.486037332,0,0.232396662,0,0.928799916,0,0,0,0.590702287,0,0,0.061524864,0.212813164,1.7779128,0,0,0.054331452,0.595843362,2.66834172,1.34509137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434
544,0.290332934,0.145209553,0.23416311,0.316111138,0.132278381,0,0.385116242,0,0,0,0,0,0.119387167,0,0,0.409647121,0,0,0,0.343023065,0.390532004,1.98047984,0.724840141,0.593650758,0,0,0.198800624,2.82809321,2.11682704,0,0.387458749,0,0,0,0.496372142,0,1.05445744,0.073028199,1.40878863,0,0.467292184,0.307492761,0.50184457,1.07714388,4.36814882,0.93854432,0,0.426018392,0.369028088,0.344554417,0.384723007,0.216914816,0.2543406,0.463499354,0.183032673,0.405338407,0.357668869,0.177011923,1.30063101,0.130230433,0,0,0,0.075019362,0.191707152,1.69606193,0.344732244,0,0.09708551,0,0,0,0,0.261585567,0,0,0.148937058,0.180879757,0.128179907,0,1.39948468,2.2075186,3.14480385,3.19031911,2.40569624,1.0639255,0,0,0.078510764,0.045657201,0.522424019,0.56183707,0.999047927,2.24796337,3.17336041,2.43471199,1.77315694,0.77956999,0.047859595,0.208186525,0.090430643,0,0.112079214,0,0.203706092,0,0.164579107,0.182074806,0.208310659,0,0,0.020288548,0.286885227,1.65991441,0.741301234,0,0.260008116,0,0,0.436968374,1.30543595,0.893118914,0,0.545152379,0.454195522,0,0.555354231,0,0.045001308,0.228064024,0.062358587,0,1.2236292,0.77285864,0,0.123300107,0.160258991,0.52758853,0,0.530846283,2.09986098,0.335001227,0.461129242,0.054074293,0,0,0,0,0.090441099,0.211195607,0.002461465,0,0.354568914,0.129861449,0.40081948,0.371290153,0.9800029,0.065797382,0.34968263,0,0.485611774,0.303918578,0.131221569,0.397046637,0.348687134,0,0.395948017,0.159984697,0.034175885,0.321740453,0.231567881,0,0.154704393,0.404408982,0,0,0,0.054527737,0.110771418,0,0.165027748,0.207086098,0.699805074,0.252271767,0.520921855,0,0.222369916,0.257475599,0,0,0.394409239,0,0.029752941,0,0.301621276,0,0.172100742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422
545,0.986910756,0.768738665,0.59804776,0.490800252,0.450183455,0.466822331,0.52106675,0.586926422,0.636976435,0.64741921,0.602482631,0.497456105,0.339893853,0.148809631,0,0,0,0,0,0,0.196587719,0.560894062,0.97119818,1.3889266,1.7737881,2.08874499,2.30448895,2.40283361,2.37860513,2.23983278,2.00627964,1.70657528,1.37438669,1.0441698,0.747070484,0.507491635,0.340724889,0.251880573,0.236164531,0.280371114,0.365312037,0.468799041,0.56875435,0.646038504,0.68665354,0.683087614,0.634697578,0.547159727,0.431138258,0.300411211,0.16974561,0.052823185,0,0,0,0,0,0,2.75E-17,0.047320575,0.083116569,0.102098713,0.102217747,0.084703101,0.053615366,0.015004252,0,0,0,0,0,0,0,0.008559624,0.040358405,0.064300313,0.076409552,0.074821537,0.060065305,0.034939465,0.004004516,0,0,0,0,0,0,0,0.015098735,0.042177044,0.061110577,0.068557345,0.063394458,0.046987328,0.023006725,0,0,0,0,0,0.010455633,0.052069333,0.097932428,0.140411716,0.17181045,0.185734909,0.178304004,0.148979724,0.100853394,0.040311562,0,0,0,0,0,0,0,0,0.062332221,0.114707898,0.147632532,0.154783713,0.13420936,0.088803554,0.025950712,0,0,0,0,0,0,0,0.020202315,0.098720396,0.162968871,0.200645348,0.203591078,0.169422105,0.102225665,0.012165079,0,0,0,0,0,0,0,0.069329401,0.211426367,0.341469013,0.441130805,0.496652261,0.501146191,0.455779368,0.369603677,0.258037898,0.140235608,0.035774624,0,0,0,0,0.055536546,0.133992356,0.199320436,0.233846034,0.225520811,0.170551712,0.074603122,0,0,0,0,0,0,0,0,0.188639601,0.362686429,0.487677745,0.534334127,0.484429898,0.335369339,0.102605074,0,0,0,0,0,0,0,0.532610685,1.32144641,2.20003588,3.08866807,3.90046939,4.55198688,4.97370447,5.11903539,4.97052004,4.54233307,3.87871403,3.04850706,2.13654411,1.23305089,0.422529451,0,0,0,0,0,0,0,0.247935566,0.519394521,0.686884621,0.732438571,0.660405992,0.495263049,0.276510447,0.051549989,0,0,0,0,0.110201869,0.412791806,0.756419399,1.09750338,1.39359008,1.60969902,1.72326962,1.72699446,1.62918016,1.45167603,1.22578979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447
546,0.336972919,0.564479389,0.744726373,0.802047975,0.698624841,0.469485834,0.216701042,0.047155613,0,0.016790321,0.022928807,0,0,0,0.027229215,0.075343041,0.045523906,0,0,0,0.058588248,0.11628003,0.051498994,0,0,0,0.110854415,0.175230664,0.051047283,0,0,0,0.230671779,0.312545741,0.039921226,0,0,0,1.019305,2.01911271,2.35904166,1.82662008,0.789404485,0,0,0.047657531,0.606702982,0.937279073,0.941805558,0.830263897,0.838761772,0.972742177,1.01500268,0.768406447,0.280802199,0,0,0,0.132557819,0.235181646,0.095282991,0,0,0,0.123956974,0.183286168,0.052206915,0,0,0,0.158276888,0.212057194,0.054745866,0,0,0,0.380569083,0.683567186,0.6912821,0.423067387,0.10783961,0.003745154,0.198516503,0.547194266,0.789831664,0.750197382,0.459300128,0.114513944,0,0,0.03940556,0.101995021,0.054001436,0,0,0.069269807,0.19754216,0.212731362,0.079587128,0,0,0,0.076295477,0.088186985,0.009132241,0.072948456,0.501193527,1.1926929,1.65038108,1.32575513,0.180407543,0,0,0.763116665,4.09858947,7.32457872,8.61627927,7.16068142,3.76937995,0.351654712,0,0,0.229354622,1.09890865,0.780262154,0,0,0,0.326944592,0.970778461,0.611253618,0,0,0,1.72976738,4.03607487,5.21680052,4.61048508,2.67966149,0.594791936,0,0,0,0.302831681,0.351537573,0.073216729,0,0,0,0.164579253,0.229128998,0.158744664,0.059977998,0.040452444,0.141266657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467
547,3.2566992,2.79393263,1.88820325,1.33638235,3.29841947,2.05617441,1.86013626,3.37410799,2.1005466,0.64237197,1.99496984,0.84307945,0,0.25377109,0.75827959,0,0,0,1.57673097,0.12613123,0,0,0,0,0.72202594,0.4302834,0.21083479,0,0.24592498,0.67236086,0,0,0,0.23070658,1.04042857,0.56422668,0,0.30990842,0.30178374,0,0,0.97364933,0.78565403,0.01451099,0,0,0.73487619,0.27926642,0.90529405,0.04528696,0.87793091,0,0,0.26236086,0,0.44928775,0.39815971,0,0,0.31867773,0,0,0,0.29531558,0.31738071,0.10499556,0.71398786,0.28390871,0,0.18982664,0.7128467,0,0,0.24652381,1.58709383,0,0.41156185,0,0.54684306,0.7823037,0.5407902,0.30578666,1.39231379,2.13161348,1.71649994,3.80367228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421
548,0.375383288,0,0.379877477,0,0,0.223725604,0,0,0.029105051,0.062417747,0,0.352851984,0.242116232,0,0.289860143,0,0,0.094715543,0.109643012,0.186686932,0.372767935,0,0,0.392571422,0.052625141,0,0,0.019218796,0.269832964,0,0.293686938,0.301037929,0,0.307938662,0,0,0.236411145,0,0.118483246,0.215802846,0.410790861,0.05481092,0.16322137,0,0.21575645,0.229318196,0.600842269,0.138044782,0.503571133,0.483347953,0,0,0.003975939,0.31169723,0.217827024,0.183673959,0.873164494,0.440457681,0.624783228,0.454528125,0.462174974,1.07536561,1.44284384,1.52473751,1.11988395,0.747311765,0.45903138,0.192632669,0,0,0.05194332,0.534418898,0,0,0,0.439604946,0.498710112,1.03403648,2.57878157,3.32976121,3.93632035,4.02795489,3.59415687,2.89336237,2.09246201,1.4650196,0.89260371,0.796739204,0.084326894,0,0.067626868,0.090552913,0.377438857,0.352970068,0,0.310590962,0.040898547,0.005646951,0,0,0.257685242,0.518210132,0,0,0,0,0.324716835,0.575216538,0.463573008,0.883547116,1.11889827,1.009142,0.4640587,0.22182706,0.199424679,0.608260637,0.511895001,0.48004819,0.208895213,0.228518382,0.109056212,0,0,0,0.361965966,0.548406458,0.170860068,0.141576833,0.391061451,0.630428268,0.74416562,0.442771868,0.376781402,0.983855646,0.246343276,0.640637739,0.684509397,0.64755848,0.742896007,0.765300867,0.101811823,0,0.416978263,0.248005763,0,0.218634791,0.55103387,0.252641231,0.781245799,0.368432473,0.263442417,0.056844292,0,0,0.489546026,0.366953912,0.089492991,0.374238296,0.062806796,0.013730441,0.196374557,0.303691715,0.38814083,0.332582059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433
549,2.73571291,0.154377295,0.335093445,0,0.472001273,0.28274894,0.502061123,0.216678309,0.045205439,0.115233994,0.171106189,0.033686781,0.347751117,0,0.307493117,0,0.35412644,0,0.43015113,0,0.5807291,0,1.46695933,1.55928355,0.042881777,0.525106569,0.004349623,0,0.376587425,0,0.36790281,0.164316054,0.568709622,6.05331568,0,0.029729276,0.039942013,0,0.09358993,0,0.111420012,0,0.117315376,0,0.09646851,0.471575115,2.89181623,2.98025303,4.55221551,6.94342157,4.25217235,1.15372258,0.127810894,0.106053313,0,0.107869229,0,0.547709362,1.01204523,1.94259225,1.30921827,1.00727339,0,0.451046153,0.700321058,0.700240459,0.479597555,0.47097981,3.12533889,0,0.006018979,0,0.083165934,0,6.83813821,1.0562456,0,0.524326974,0,0.521478447,0,0.444419138,0,0.410583165,0,0.382307221,0,0.353056582,0,0.319646224,0,0.278799068,0,0.223236656,0,0.118170773,0.059337524,1.00521483,1.04426846,3.44364231,1.33222076,0.707940117,0,0.188709687,0,0.195018354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445
550,0.87844779,0.229275213,0.319588419,0.124447071,0.866434349,0.885230361,0.582340672,0.289426841,0,0.040479174,0,0.055106027,0.130265851,0.073280765,0.326180379,0.308510593,0.136275677,1.82025783,0.194488531,0.025724806,0,0.500874402,0.137834723,0.83488534,1.68923566,0,0.984705828,0.345653203,1.03904741,0.231451554,0,0.071050576,0,0.036214299,0,0.143272196,0.013815722,0.812091297,4.11678742,4.07108306,3.03844339,2.1762,0.355407066,0.455983948,0,0.870408428,5.94437531,4.73916075,1.07801494,0,0.117012255,0.010786526,0.046965041,0,0.080271136,0.11925099,0.164546133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432
551,0.332457348,0,0,0.324453378,0.650070849,0.317899944,0,0,0,0.287788735,0.27292435,0.052425646,0,0.185778013,0.486133762,0.543751329,0.279434889,0,0,0,0.166487539,0.18968277,0.043183492,0,0,0.049079972,0.108806962,0.039609714,0,0,0,0.08209173,0.072404435,0,0,0,0.044745372,0.088421136,0.027730906,0,0,0,0.120067239,0.116485718,0,0,0,0.331563779,1.16221256,1.8536646,1.92184151,1.26496862,0.344540316,0,0.366494222,1.44498641,2.30780142,2.27405967,1.40363708,0.428709872,0.058973424,0.320727577,0.594150883,0.330725095,0,0,0.500884582,2.14976843,3.38998393,3.2849421,1.96666634,0.534533495,0.05504201,0.623258408,1.37679783,1.40057855,0.597034187,0,0,0,0.355575192,0.397981113,1.89E-16,0,0,0.098869584,0.30551445,0.147484312,0,0,0,0.166242623,0.158549781,0,0,0.147835284,0.401013707,0.407045327,0.16305404,0.003996692,0.220615706,0.67735671,0.89756073,0.567655052,0,0,0,0.204083493,0.452578306,0.169136492,0,0,0,0.451058632,0.438562407,0,0,0,0.559426952,1.76820724,2.29454358,1.82841437,0.815555969,0,0,0.008010849,0.244374714,0.267212017,0.194852512,0.262992767,0.521545786,0.772416596,0.77155279,0.464679698,0.040459438,0,0,0.291956302,0.768858388,1.01053165,0.862892468,0.475091364,0.257876768,0.606154964,1.55427097,2.65887567,3.26727529,2.99523125,2.01672143,0.90807957,0.187940058,0,0,0.003192622,0,0,0.028115349,0.150222932,0.136544023,0,0,0,0.14698238,0.267198838,0.199474409,0.036413379,0,0.02662254,0.108031638,0.063133332,0,0,0,0.132402319,0.155362974,0,0,0,0.089526105,0.282649394,0.22138835,0,0,0,0.187566493,0.205469357,0,0,0,0.148131963,0.361843888,0.147568375,0,0,0,0.535117209,0.560193377,0,0,0,0.98421949,3.42328592,4.96095086,4.54189801,2.52061196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434
552,0.04179999,0,0.495693812,0.339655224,0,0.301880973,0.306865564,0,0.439245227,2.82105554,2.20386637,0.082149335,0,0.165928718,0.155884853,0.412797813,0.571085791,0.099509084,0,0.042731908,0.04066209,0,0.005634643,0.011166366,0,0.000417604,0,0.019783163,0.010967166,0,0.029591248,0.035299393,0,0.027863679,0.079576639,0,0.008136336,0.175183458,0,0,1.16300394,1.34049822,0.221165669,0,0.060488653,0.059828396,0,0.001465946,0,0.055149358,0.011239043,0,0.174291239,0.134341798,0,0.623105344,3.59007998,3.3409274,0.206753584,0,0.65327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417
553,2.50765647,2.93264039,0.840516432,0.820797356,1.33706668,0,0.624818458,2.11320493,0,0,0.221209507,1.0342619,0.654188257,0,1.11757849,0,1.03761511,2.20378168,1.90502161,0.014862602,2.03667027,0.524768965,0.379089334,0.587829723,0,0,0,0.620898065,0,0,3.59084181,0.578090439,0,1.39972318,2.00088245,4.97188248,0.575104124,1.46172207,1.52842608,0.509190448,0,0,0,0,2.31320212,1.98923571,2.71345113,1.09769825,0,0.515139731,0,0,0,0.679567774,1.1339454,0,2.92399499,0,0,0.045630122,0,0,1.83921763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421
